Activity,HeartRate
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,96.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,95.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,94.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,92.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,91.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,90.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,89.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,88.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,87.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,86.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,85.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,84.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,83.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,82.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,80.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
1,79.0
